job_title,category,salary
Sales Analyst,Sales Retail and Wholesale,123400
Sales Assistant,Sales Retail and Wholesale,52460
Sales Associate,Sales Retail and Wholesale,67900
Sales Consultant,Sales Retail and Wholesale,94400
Sales Coordinator,Sales Retail and Wholesale,68580
Sales Development Representative,Sales Retail and Wholesale,83640
Sales Director,Sales Retail and Wholesale,194600
Sales Engineer,Sales Retail and Wholesale,72740
Sales Executive,Sales Retail and Wholesale,136200
Sales Manager,Sales Retail and Wholesale,172200
Sales Officer,Sales Retail and Wholesale,72360
Sales Planner,Sales Retail and Wholesale,107680
Sales Planning Analyst,Sales Retail and Wholesale,106960
Sales Representative,Sales Retail and Wholesale,70940
Sales Service Associate,Sales Retail and Wholesale,61780
Sales Specialist,Sales Retail and Wholesale,97880
Sales Supervisor,Sales Retail and Wholesale,110380
Sales Support,Sales Retail and Wholesale,49560
Sales Support Manager,Sales Retail and Wholesale,103580
Sales Team Leader,Sales Retail and Wholesale,111240
Sales Trainer,Sales Retail and Wholesale,119900
Securities Sales Agent,Sales Retail and Wholesale,117380
Shipper / Receiver,Sales Retail and Wholesale,50660
Shop Manager,Sales Retail and Wholesale,113780
Store Development Administrator,Sales Retail and Wholesale,83200
Store Manager,Sales Retail and Wholesale,124400
Territory Sales Manager,Sales Retail and Wholesale,180300
Territory Sales Representative,Sales Retail and Wholesale,98440
Trade Marketing Officer,Sales Retail and Wholesale,119900
Treasury Officer,Sales Retail and Wholesale,103200
Vice President Sales,Sales Retail and Wholesale,167100
Visual Merchandiser,Sales Retail and Wholesale,57440
3D Lab Technologist,Science and Technical Services,96220
Algorithm Developer,Science and Technical Services,138200
Analytical Chemist,Science and Technical Services,194600
Anthropologist,Science and Technical Services,142300
Archeologist,Science and Technical Services,125100
Assistant Breeder,Science and Technical Services,66580
Astronomer,Science and Technical Services,221500
Atmospheric and Space Scientist,Science and Technical Services,192000
Behavior Analyst,Science and Technical Services,136100
Behavior Intervention Specialist,Science and Technical Services,142300
Behavior Specialist,Science and Technical Services,128500
Biochemist,Science and Technical Services,212500
Biofuels Processing Technician,Science and Technical Services,80500
Biofuels Production Manager,Science and Technical Services,157600
Biologist,Science and Technical Services,209700
Biomedical Laboratory Officer,Science and Technical Services,86740
Biomedical Scientist,Science and Technical Services,216800
Biophysicist,Science and Technical Services,210500
Chemical Engineer,Science and Technical Services,101120
Chemical Technologist,Science and Technical Services,98140
Chemist,Science and Technical Services,209500
Chief Technologist,Science and Technical Services,183600
Climate Change Analyst,Science and Technical Services,139100
Clinical Laboratory Scientist,Science and Technical Services,221500
Computer Scientist,Science and Technical Services,161600
Conservation Scientist,Science and Technical Services,175900
Data Science Specialist,Science and Technical Services,139100
Data Scientist,Science and Technical Services,163800
DNA Analyst,Science and Technical Services,225300
Ecologist,Science and Technical Services,164200
Economic Development Specialist,Science and Technical Services,161300
Flavourist,Science and Technical Services,72380
Food Scientist,Science and Technical Services,138200
Forensic Scientist,Science and Technical Services,172200
Formulation Technologist,Science and Technical Services,82200
Fraud Investigator,Science and Technical Services,105620
Genomics Scientist,Science and Technical Services,212500
Geographer,Science and Technical Services,115940
Geographic Information Systems Technician,Science and Technical Services,71280
Geological Data Technician,Science and Technical Services,75220
Geological Technician,Science and Technical Services,96980
Geologist,Science and Technical Services,181600
Geomatics Scientist,Science and Technical Services,168100
Geophysical Data Technician,Science and Technical Services,66140
Geospatial Information Scientist and Technologist,Science and Technical Services,161300
Global Technical Lead,Science and Technical Services,217900
Hydrologist,Science and Technical Services,151800
Industrial Ecologist,Science and Technical Services,151800
Intelligence Analyst,Science and Technical Services,134600
Knowledge Management Specialist,Science and Technical Services,112460
Lab Analyst,Science and Technical Services,93120
Lab Manager,Science and Technical Services,158700
Lab Technician,Science and Technical Services,64040
Laboratory Manager,Science and Technical Services,148300
Laboratory Researcher,Science and Technical Services,99080
Laboratory Technician,Science and Technical Services,65940
Life Sciences Analyst,Science and Technical Services,152100
Life Scientist,Science and Technical Services,176800
Marine Architect,Science and Technical Services,130400
Marine Biologist,Science and Technical Services,159500
Marine Superintendent,Science and Technical Services,93120
Materials Analyst,Science and Technical Services,96340
Materials Scientist,Science and Technical Services,161600
Mathematician,Science and Technical Services,167100
Medical Scientist,Science and Technical Services,239000
Metallurgist,Science and Technical Services,159100
Meteorologist,Science and Technical Services,152300
Microbiologist,Science and Technical Services,217900
Natural Language Processing Researcher,Science and Technical Services,136200
Natural Resource Specialist,Science and Technical Services,118520
Natural Resources Analyst,Science and Technical Services,139100
Natural Sciences Manager,Science and Technical Services,207700
Nuclear Engineer,Science and Technical Services,238900
Physical Scientist,Science and Technical Services,181600
Physicist,Science and Technical Services,210500
Political Scientist,Science and Technical Services,172200
Polygraph Examiner,Science and Technical Services,57820
Polysomnographic Technologist,Science and Technical Services,97260
Product Development Scientist,Science and Technical Services,180300
Quantitative Research Analyst,Science and Technical Services,152000
Quantitative Researcher,Science and Technical Services,148300
Radiation Protection Specialist,Science and Technical Services,117520
Refrigeration Technician,Science and Technical Services,50540
Research Scientist,Science and Technical Services,154700
Risk Safety Engineer,Science and Technical Services,95420
Scientific Photographer,Science and Technical Services,99560
Scientific Programmer,Science and Technical Services,136200
Scientist,Science and Technical Services,152000
Service Engineer,Science and Technical Services,96600
Service Technician,Science and Technical Services,61760
Social Science Research Assistant,Science and Technical Services,91560
Social Scientist,Science and Technical Services,159500
Sociologist,Science and Technical Services,168100
Soil Scientist,Science and Technical Services,136200
Statistical Analyst,Science and Technical Services,98960
Statistical Assistant,Science and Technical Services,72360
Statistician,Science and Technical Services,146200
Survey Analyst,Science and Technical Services,97640
Survey Researcher,Science and Technical Services,88580
Surveying and Mapping Technician,Science and Technical Services,56640
Team Leader,Science and Technical Services,138800
Technical Manager,Science and Technical Services,148300
Technical Officer,Science and Technical Services,66680
Technical Service Director,Science and Technical Services,207700
Technical Services Regulatory Affairs Specialist,Science and Technical Services,92500
Technical Services Research and Development Manager,Science and Technical Services,225700
Technical Services Research Associate,Science and Technical Services,108300
Technical Services Research Coordinator,Science and Technical Services,107680
Technician,Science and Technical Services,58000
Water Ecologist,Science and Technical Services,181600
Wildlife Biologist,Science and Technical Services,146200
Academic Advisor,Teaching / Education,112440
Academic Assistant,Teaching / Education,78400
Academic Coach,Teaching / Education,112760
Academic Librarian,Teaching / Education,78420
Academic Manager,Teaching / Education,125100
Academic Specialist,Teaching / Education,101840
Academic Staff,Teaching / Education,85940
Accompanist,Teaching / Education,92240
Achievement Coach,Teaching / Education,106360
Admissions Specialist,Teaching / Education,92680
Agricultural Sciences Teacher,Teaching / Education,88620
Anthropology Teacher,Teaching / Education,83640
Arabic Language Teacher,Teaching / Education,83300
Archeology Teacher,Teaching / Education,93280
Architecture Teacher,Teaching / Education,98820
Archivist,Teaching / Education,69260
Art Teacher,Teaching / Education,79280
Assistant School Principal,Teaching / Education,112440
Assistant Teacher,Teaching / Education,76540
Biochemistry Professor ,Teaching / Education,152100
Biology Teacher,Teaching / Education,85440
Bursary Scheme Manager,Teaching / Education,99280
Business Teacher,Teaching / Education,86740
Careers Advisor,Teaching / Education,104620
Careers Consultant,Teaching / Education,110340
Chemistry Teacher,Teaching / Education,88580
Child Care Coordinator,Teaching / Education,88580
Child Care Worker,Teaching / Education,69580
Childcare Worker,Teaching / Education,69780
Classroom Assistant,Teaching / Education,67300
Clinical School Psychologist,Teaching / Education,134600
College Aide,Teaching / Education,109740
College and Career Readiness Specialist,Teaching / Education,111920
College Dean,Teaching / Education,209700
College President,Teaching / Education,192600
Communications Teacher,Teaching / Education,86760
Community Education Officer,Teaching / Education,72420
Computer Science Teacher,Teaching / Education,80500
Computer Teacher,Teaching / Education,85020
Creative Writing Trainer,Teaching / Education,103580
Credit Counselor,Teaching / Education,112460
Cultural Studies Teacher,Teaching / Education,84040
Curriculum Coordinator,Teaching / Education,108120
Curriculum Developer,Teaching / Education,114900
Curriculum Specialist,Teaching / Education,106360
Dean of Faculty,Teaching / Education,190500
Demonstrator,Teaching / Education,75100
Deputy Controller of Examinations,Teaching / Education,106960
Director of Learning Technology,Teaching / Education,120040
Distance Learning Coordinator,Teaching / Education,97300
Economics Lecturer,Teaching / Education,154700
Economics Teacher,Teaching / Education,88620
Education Administrator,Teaching / Education,96500
Education Assistant,Teaching / Education,79260
Education Assistant Director,Teaching / Education,115220
Education Assistant Librarian,Teaching / Education,64640
Education Assistant Principal,Teaching / Education,91660
Education Assistant Professor,Teaching / Education,124400
Education Associate,Teaching / Education,85440
Education Consultant,Teaching / Education,112280
Education Consultant,Teaching / Education,115600
Education Coordinator,Teaching / Education,96680
Education Counselor,Teaching / Education,103140
Education Director,Teaching / Education,152100
Education Program Specialist,Teaching / Education,108080
Education Researcher,Teaching / Education,117600
Education Resource Specialist,Teaching / Education,96520
Education Services Facilitator,Teaching / Education,97900
Educational Psychologist,Teaching / Education,128900
EFL Teacher,Teaching / Education,85940
eLearning Trainer,Teaching / Education,76440
Elementary School Teacher,Teaching / Education,69540
Engineering Lecturer,Teaching / Education,150000
Engineering Teacher,Teaching / Education,117440
English Teacher,Teaching / Education,79000
ESL Teacher,Teaching / Education,89460
Faculty Assistant,Teaching / Education,110380
Foreign Language Teacher,Teaching / Education,82480
GED Teacher,Teaching / Education,79600
Geography Teacher,Teaching / Education,80500
Head of Mathematics Department,Teaching / Education,123400
Head of School,Teaching / Education,137400
High School Teacher,Teaching / Education,94380
History Teacher,Teaching / Education,92300
Infant Teacher,Teaching / Education,66000
Instructional Assistant,Teaching / Education,88580
Instructor,Teaching / Education,95760
Kindergarten Teacher,Teaching / Education,70880
Language Instructor For Expatriate,Teaching / Education,72360
Law Teacher,Teaching / Education,128500
Learning Designer,Teaching / Education,101860
Lecturer,Teaching / Education,152100
Librarian,Teaching / Education,72360
Library Assistant,Teaching / Education,57360
Library Director,Teaching / Education,105620
Library Specialist,Teaching / Education,78940
Library Technician,Teaching / Education,66940
Life Sciences Teacher,Teaching / Education,85940
Math Lecturer,Teaching / Education,158700
Math Teacher,Teaching / Education,97900
Mathematics Teacher,Teaching / Education,103600
Mentor,Teaching / Education,96520
Middle School Teacher,Teaching / Education,92240
Music Teacher,Teaching / Education,83020
Nursery Manager,Teaching / Education,125100
Nursery Worker,Teaching / Education,56060
Paraprofessional,Teaching / Education,113560
Physical Education Specialist,Teaching / Education,95760
Physical Education Teacher,Teaching / Education,77860
Physics Teacher ,Teaching / Education,93100
Political Science Teacher,Teaching / Education,87060
Post Doctoral Researcher,Teaching / Education,134600
Preschool Education Administrator,Teaching / Education,97640
Preschool Teacher,Teaching / Education,69040
Primary School Teacher,Teaching / Education,75980
Principal,Teaching / Education,119700
Product Specialist,Teaching / Education,99340
Professor - Accounting,Teaching / Education,151800
Professor - Architecture,Teaching / Education,161600
Professor - Biology,Teaching / Education,152300
